53+11->3+1=4,5+1=6->64
67+1->7+1=8,6+0=6->68
18+62->8+2=0c1,1+6+1=8c0->80
7+99->7+9=6c1,0+9+1=0c1->106
13+73->3+3=6,1+7=8->86
96+38->6+8=4c1,9+3+1=3c1->134
38+35->8+5=3c1,3+3+1=7c0->73
11+89->1+9=0c1,1+8+1=0c1->100
81+3->1+3=4,8+0=8->84
82+64->2+4=6,8+6=4c1->146
95+46->5+6=1c1,9+4+1=4c1->141
28+48->8+8=6c1,2+4+1=7c0->76
52+36->2+6=8,5+3=8->88
34+1->4+1=5,3+0=3->35
39+82->9+2=1c1,3+8+1=2c1->121
81+33->1+3=4,8+3=1c1->114
34+74->4+4=8,3+7=0c1->108
74+12->4+2=6,7+1=8->86
28+47->8+7=5c1,2+4+1=7c0->75
92+17->2+7=9,9+1=0c1->109
29+91->9+1=0c1,2+9+1=2c1->120
84+49->4+9=3c1,8+4+1=3c1->133
47+64->7+4=1c1,4+6+1=1c1->111
49+30->9+0=9,4+3=7->79
91+39->1+9=0c1,9+3+1=3c1->130
14+67->4+7=1c1,1+6+1=8c0->81
62+64->2+4=6,6+6=2c1->126
57+7->7+7=4c1,5+0+1=6c0->64
26+55->6+5=1c1,2+5+1=8c0->81
20+75->0+5=5,2+7=9->95
92+49->2+9=1c1,9+4+1=4c1->141
98+42->8+2=0c1,9+4+1=4c1->140
55+96->5+6=1c1,5+9+1=5c1->151
43+15->3+5=8,4+1=5->58
11+61->1+1=2,1+6=7->72
47+96->7+6=3c1,4+9+1=4c1->143
79+30->9+0=9,7+3=0c1->109
51+3->1+3=4,5+0=5->54
85+41->5+1=6,8+4=2c1->126
48+49->8+9=7c1,4+4+1=9c0->97
35+39->5+9=4c1,3+3+1=7c0->74
32+75->2+5=7,3+7=0c1->107
53+96->3+6=9,5+9=4c1->149
51+6->1+6=7,5+0=5->57
21+41->1+1=2,2+4=6->62
90+47->0+7=7,9+4=3c1->137
19+7->9+7=6c1,1+0+1=2c0->26
28+88->8+8=6c1,2+8+1=1c1->116
25+2->5+2=7,2+0=2->27
36+50->6+0=6,3+5=8->86
33+64->3+4=7,3+6=9->97
30+85->0+5=5,3+8=1c1->115
67+75->7+5=2c1,6+7+1=4c1->142
26+68->6+8=4c1,2+6+1=9c0->94
19+74->9+4=3c1,1+7+1=9c0->93
39+88->9+8=7c1,3+8+1=2c1->127
35+96->5+6=1c1,3+9+1=3c1->131
36+27->6+7=3c1,3+2+1=6c0->63
68+63->8+3=1c1,6+6+1=3c1->131
41+35->1+5=6,4+3=7->76
51+93->1+3=4,5+9=4c1->144
82+96->2+6=8,8+9=7c1->178
80+82->0+2=2,8+8=6c1->162
60+71->0+1=1,6+7=3c1->131
37+74->7+4=1c1,3+7+1=1c1->111
9+44->9+4=3c1,0+4+1=5c0->53
63+41->3+1=4,6+4=0c1->104
99+58->9+8=7c1,9+5+1=5c1->157
96+95->6+5=1c1,9+9+1=9c1->191
83+3->3+3=6,8+0=8->86
66+40->6+0=6,6+4=0c1->106
65+10->5+0=5,6+1=7->75
18+3->8+3=1c1,1+0+1=2c0->21
9+87->9+7=6c1,0+8+1=9c0->96
28+52->8+2=0c1,2+5+1=8c0->80
7+98->7+8=5c1,0+9+1=0c1->105
7+89->7+9=6c1,0+8+1=9c0->96
70+17->0+7=7,7+1=8->87
13+53->3+3=6,1+5=6->66
98+21->8+1=9,9+2=1c1->119
69+55->9+5=4c1,6+5+1=2c1->124
86+14->6+4=0c1,8+1+1=0c1->100
34+76->4+6=0c1,3+7+1=1c1->110
73+77->3+7=0c1,7+7+1=5c1->150
86+39->6+9=5c1,8+3+1=2c1->125
51+12->1+2=3,5+1=6->63
9+38->9+8=7c1,0+3+1=4c0->47
47+91->7+1=8,4+9=3c1->138
85+82->5+2=7,8+8=6c1->167
37+39->7+9=6c1,3+3+1=7c0->76
88+11->8+1=9,8+1=9->99
93+18->3+8=1c1,9+1+1=1c1->111
47+98->7+8=5c1,4+9+1=4c1->145
81+60->1+0=1,8+6=4c1->141
39+12->9+2=1c1,3+1+1=5c0->51
97+11->7+1=8,9+1=0c1->108
7+19->7+9=6c1,0+1+1=2c0->26
77+50->7+0=7,7+5=2c1->127
87+95->7+5=2c1,8+9+1=8c1->182
87+18->7+8=5c1,8+1+1=0c1->105
47+27->7+7=4c1,4+2+1=7c0->74
18+25->8+5=3c1,1+2+1=4c0->43
96+5->6+5=1c1,9+0+1=0c1->101
61+50->1+0=1,6+5=1c1->111
27+44->7+4=1c1,2+4+1=7c0->71
39+9->9+9=8c1,3+0+1=4c0->48
28+66->8+6=4c1,2+6+1=9c0->94
53+47->3+7=0c1,5+4+1=0c1->100
39+47->9+7=6c1,3+4+1=8c0->86
29+25->9+5=4c1,2+2+1=5c0->54
47+69->7+9=6c1,4+6+1=1c1->116
17+77->7+7=4c1,1+7+1=9c0->94
25+10->5+0=5,2+1=3->35
84+93->4+3=7,8+9=7c1->177
58+16->8+6=4c1,5+1+1=7c0->74
46+25->6+5=1c1,4+2+1=7c0->71
21+92->1+2=3,2+9=1c1->113
49+7->9+7=6c1,4+0+1=5c0->56
73+88->3+8=1c1,7+8+1=6c1->161
51+19->1+9=0c1,5+1+1=7c0->70
79+74->9+4=3c1,7+7+1=5c1->153
41+7->1+7=8,4+0=4->48
30+92->0+2=2,3+9=2c1->122
1+46->1+6=7,0+4=4->47
50+38->0+8=8,5+3=8->88
54+49->4+9=3c1,5+4+1=0c1->103
19+73->9+3=2c1,1+7+1=9c0->92
55+21->5+1=6,5+2=7->76
34+69->4+9=3c1,3+6+1=0c1->103
98+29->8+9=7c1,9+2+1=2c1->127
65+34->5+4=9,6+3=9->99
45+67->5+7=2c1,4+6+1=1c1->112
65+23->5+3=8,6+2=8->88
10+7->0+7=7,1+0=1->17
25+89->5+9=4c1,2+8+1=1c1->114
1+59->1+9=0c1,0+5+1=6c0->60
51+24->1+4=5,5+2=7->75
37+69->7+9=6c1,3+6+1=0c1->106
47+37->7+7=4c1,4+3+1=8c0->84
13+20->3+0=3,1+2=3->33
95+3->5+3=8,9+0=9->98
83+47->3+7=0c1,8+4+1=3c1->130
24+43->4+3=7,2+4=6->67
53+7->3+7=0c1,5+0+1=6c0->60
24+63->4+3=7,2+6=8->87
29+74->9+4=3c1,2+7+1=0c1->103
32+32->2+2=4,3+3=6->64
50+78->0+8=8,5+7=2c1->128
18+98->8+8=6c1,1+9+1=1c1->116
23+24->3+4=7,2+2=4->47
92+71->2+1=3,9+7=6c1->163
15+34->5+4=9,1+3=4->49
96+88->6+8=4c1,9+8+1=8c1->184
74+91->4+1=5,7+9=6c1->165
24+50->4+0=4,2+5=7->74
18+63->8+3=1c1,1+6+1=8c0->81
70+78->0+8=8,7+7=4c1->148
16+97->6+7=3c1,1+9+1=1c1->113
3+27->3+7=0c1,0+2+1=3c0->30
87+15->7+5=2c1,8+1+1=0c1->102
38+2->8+2=0c1,3+0+1=4c0->40
2+89->2+9=1c1,0+8+1=9c0->91
89+78->9+8=7c1,8+7+1=6c1->167
1+92->1+2=3,0+9=9->93
73+27->3+7=0c1,7+2+1=0c1->100
25+53->5+3=8,2+5=7->78
56+35->6+5=1c1,5+3+1=9c0->91
15+44->5+4=9,1+4=5->59
60+8->0+8=8,6+0=6->68
89+9->9+9=8c1,8+0+1=9c0->98
87+61->7+1=8,8+6=4c1->148
64+46->4+6=0c1,6+4+1=1c1->110
93+15->3+5=8,9+1=0c1->108
29+76->9+6=5c1,2+7+1=0c1->105
24+44->4+4=8,2+4=6->68
97+32->7+2=9,9+3=2c1->129
46+99->6+9=5c1,4+9+1=4c1->145
37+36->7+6=3c1,3+3+1=7c0->73
37+88->7+8=5c1,3+8+1=2c1->125
21+40->1+0=1,2+4=6->61
59+43->9+3=2c1,5+4+1=0c1->102
31+2->1+2=3,3+0=3->33
89+21->9+1=0c1,8+2+1=1c1->110
65+68->5+8=3c1,6+6+1=3c1->133
66+44->6+4=0c1,6+4+1=1c1->110
89+18->9+8=7c1,8+1+1=0c1->107
92+56->2+6=8,9+5=4c1->148
64+41->4+1=5,6+4=0c1->105
73+75->3+5=8,7+7=4c1->148
26+94->6+4=0c1,2+9+1=2c1->120
74+55->4+5=9,7+5=2c1->129
24+57->4+7=1c1,2+5+1=8c0->81
11+66->1+6=7,1+6=7->77
95+35->5+5=0c1,9+3+1=3c1->130
81+32->1+2=3,8+3=1c1->113
65+72->5+2=7,6+7=3c1->137
54+6->4+6=0c1,5+0+1=6c0->60
50+21->0+1=1,5+2=7->71
92+13->2+3=5,9+1=0c1->105
82+14->2+4=6,8+1=9->96
62+19->2+9=1c1,6+1+1=8c0->81
23+98->3+8=1c1,2+9+1=2c1->121
17+8->7+8=5c1,1+0+1=2c0->25
90+33->0+3=3,9+3=2c1->123
7+14->7+4=1c1,0+1+1=2c0->21
7+24->7+4=1c1,0+2+1=3c0->31
44+17->4+7=1c1,4+1+1=6c0->61
78+18->8+8=6c1,7+1+1=9c0->96
75+55->5+5=0c1,7+5+1=3c1->130
31+40->1+0=1,3+4=7->71
86+38->6+8=4c1,8+3+1=2c1->124
4+74->4+4=8,0+7=7->78
94+25->4+5=9,9+2=1c1->119
29+12->9+2=1c1,2+1+1=4c0->41
99+87->9+7=6c1,9+8+1=8c1->186
60+99->0+9=9,6+9=5c1->159
75+50->5+0=5,7+5=2c1->125
51+94->1+4=5,5+9=4c1->145
28+40->8+0=8,2+4=6->68
97+57->7+7=4c1,9+5+1=5c1->154
10+53->0+3=3,1+5=6->63
35+87->5+7=2c1,3+8+1=2c1->122
22+81->2+1=3,2+8=0c1->103
65+54->5+4=9,6+5=1c1->119
88+77->8+7=5c1,8+7+1=6c1->165
44+37->4+7=1c1,4+3+1=8c0->81
99+57->9+7=6c1,9+5+1=5c1->156
96+37->6+7=3c1,9+3+1=3c1->133
30+44->0+4=4,3+4=7->74
38+41->8+1=9,3+4=7->79
56+66->6+6=2c1,5+6+1=2c1->122
30+8->0+8=8,3+0=3->38
88+65->8+5=3c1,8+6+1=5c1->153
94+58->4+8=2c1,9+5+1=5c1->152
96+10->6+0=6,9+1=0c1->106
85+65->5+5=0c1,8+6+1=5c1->150
93+85->3+5=8,9+8=7c1->178
91+29->1+9=0c1,9+2+1=2c1->120
32+74->2+4=6,3+7=0c1->106
91+73->1+3=4,9+7=6c1->164
66+72->6+2=8,6+7=3c1->138
80+85->0+5=5,8+8=6c1->165
49+12->9+2=1c1,4+1+1=6c0->61
20+83->0+3=3,2+8=0c1->103
26+93->6+3=9,2+9=1c1->119
60+58->0+8=8,6+5=1c1->118
39+18->9+8=7c1,3+1+1=5c0->57
13+50->3+0=3,1+5=6->63
58+85->8+5=3c1,5+8+1=4c1->143
46+96->6+6=2c1,4+9+1=4c1->142
37+96->7+6=3c1,3+9+1=3c1->133
38+81->8+1=9,3+8=1c1->119
73+93->3+3=6,7+9=6c1->166
48+94->8+4=2c1,4+9+1=4c1->142
46+91->6+1=7,4+9=3c1->137
59+70->9+0=9,5+7=2c1->129
75+77->5+7=2c1,7+7+1=5c1->152
54+39->4+9=3c1,5+3+1=9c0->93
25+28->5+8=3c1,2+2+1=5c0->53
42+45->2+5=7,4+4=8->87
22+69->2+9=1c1,2+6+1=9c0->91
59+29->9+9=8c1,5+2+1=8c0->88
37+82->7+2=9,3+8=1c1->119
85+47->5+7=2c1,8+4+1=3c1->132
20+57->0+7=7,2+5=7->77
55+65->5+5=0c1,5+6+1=2c1->120
85+10->5+0=5,8+1=9->95
53+84->3+4=7,5+8=3c1->137
48+10->8+0=8,4+1=5->58
26+69->6+9=5c1,2+6+1=9c0->95
52+70->2+0=2,5+7=2c1->122
8+64->8+4=2c1,0+6+1=7c0->72
35+33->5+3=8,3+3=6->68
13+38->3+8=1c1,1+3+1=5c0->51
34+68->4+8=2c1,3+6+1=0c1->102
41+59->1+9=0c1,4+5+1=0c1->100
52+14->2+4=6,5+1=6->66
57+54->7+4=1c1,5+5+1=1c1->111
89+28->9+8=7c1,8+2+1=1c1->117
2+51->2+1=3,0+5=5->53
35+3->5+3=8,3+0=3->38
12+14->2+4=6,1+1=2->26
94+47->4+7=1c1,9+4+1=4c1->141
4+84->4+4=8,0+8=8->88
94+30->4+0=4,9+3=2c1->124
10+57->0+7=7,1+5=6->67
41+9->1+9=0c1,4+0+1=5c0->50
16+92->6+2=8,1+9=0c1->108
34+36->4+6=0c1,3+3+1=7c0->70
79+92->9+2=1c1,7+9+1=7c1->171
49+74->9+4=3c1,4+7+1=2c1->123
55+12->5+2=7,5+1=6->67
52+56->2+6=8,5+5=0c1->108
32+4->2+4=6,3+0=3->36
78+6->8+6=4c1,7+0+1=8c0->84
84+88->4+8=2c1,8+8+1=7c1->172
70+94->0+4=4,7+9=6c1->164
24+78->4+8=2c1,2+7+1=0c1->102
27+61->7+1=8,2+6=8->88
86+91->6+1=7,8+9=7c1->177
2+79->2+9=1c1,0+7+1=8c0->81
99+50->9+0=9,9+5=4c1->149
33+8->3+8=1c1,3+0+1=4c0->41
30+31->0+1=1,3+3=6->61
44+88->4+8=2c1,4+8+1=3c1->132
50+73->0+3=3,5+7=2c1->123
22+58->2+8=0c1,2+5+1=8c0->80
77+18->7+8=5c1,7+1+1=9c0->95
20+14->0+4=4,2+1=3->34
4+63->4+3=7,0+6=6->67
26+20->6+0=6,2+2=4->46
73+4->3+4=7,7+0=7->77
57+10->7+0=7,5+1=6->67
68+58->8+8=6c1,6+5+1=2c1->126
26+49->6+9=5c1,2+4+1=7c0->75
48+88->8+8=6c1,4+8+1=3c1->136
66+56->6+6=2c1,6+5+1=2c1->122
88+97->8+7=5c1,8+9+1=8c1->185
93+79->3+9=2c1,9+7+1=7c1->172
16+21->6+1=7,1+2=3->37
99+29->9+9=8c1,9+2+1=2c1->128
85+64->5+4=9,8+6=4c1->149
32+16->2+6=8,3+1=4->48
96+86->6+6=2c1,9+8+1=8c1->182
71+85->1+5=6,7+8=5c1->156
65+13->5+3=8,6+1=7->78
79+71->9+1=0c1,7+7+1=5c1->150
15+95->5+5=0c1,1+9+1=1c1->110
36+1->6+1=7,3+0=3->37
32+60->2+0=2,3+6=9->92
31+56->1+6=7,3+5=8->87
67+27->7+7=4c1,6+2+1=9c0->94
94+40->4+0=4,9+4=3c1->134
92+34->2+4=6,9+3=2c1->126
45+59->5+9=4c1,4+5+1=0c1->104
56+76->6+6=2c1,5+7+1=3c1->132
20+44->0+4=4,2+4=6->64
30+23->0+3=3,3+2=5->53
86+49->6+9=5c1,8+4+1=3c1->135
93+78->3+8=1c1,9+7+1=7c1->171
45+33->5+3=8,4+3=7->78
29+31->9+1=0c1,2+3+1=6c0->60
17+45->7+5=2c1,1+4+1=6c0->62
17+38->7+8=5c1,1+3+1=5c0->55
78+69->8+9=7c1,7+6+1=4c1->147
87+96->7+6=3c1,8+9+1=8c1->183
54+90->4+0=4,5+9=4c1->144
46+20->6+0=6,4+2=6->66
63+84->3+4=7,6+8=4c1->147
2+84->2+4=6,0+8=8->86
15+75->5+5=0c1,1+7+1=9c0->90
79+50->9+0=9,7+5=2c1->129
11+64->1+4=5,1+6=7->75
99+34->9+4=3c1,9+3+1=3c1->133
78+65->8+5=3c1,7+6+1=4c1->143
73+12->3+2=5,7+1=8->85
40+72->0+2=2,4+7=1c1->112
83+18->3+8=1c1,8+1+1=0c1->101
29+38->9+8=7c1,2+3+1=6c0->67
30+64->0+4=4,3+6=9->94
81+39->1+9=0c1,8+3+1=2c1->120
88+57->8+7=5c1,8+5+1=4c1->145
5+81->5+1=6,0+8=8->86
17+93->7+3=0c1,1+9+1=1c1->110
21+69->1+9=0c1,2+6+1=9c0->90
98+52->8+2=0c1,9+5+1=5c1->150
54+29->4+9=3c1,5+2+1=8c0->83
41+51->1+1=2,4+5=9->92
52+23->2+3=5,5+2=7->75
43+88->3+8=1c1,4+8+1=3c1->131
12+68->2+8=0c1,1+6+1=8c0->80
73+67->3+7=0c1,7+6+1=4c1->140
58+95->8+5=3c1,5+9+1=5c1->153
38+1->8+1=9,3+0=3->39
81+95->1+5=6,8+9=7c1->176
59+9->9+9=8c1,5+0+1=6c0->68
22+41->2+1=3,2+4=6->63
53+24->3+4=7,5+2=7->77
2+11->2+1=3,0+1=1->13
68+24->8+4=2c1,6+2+1=9c0->92
18+48->8+8=6c1,1+4+1=6c0->66
8+26->8+6=4c1,0+2+1=3c0->34
10+34->0+4=4,1+3=4->44
69+88->9+8=7c1,6+8+1=5c1->157
52+31->2+1=3,5+3=8->83
24+98->4+8=2c1,2+9+1=2c1->122
89+13->9+3=2c1,8+1+1=0c1->102
78+21->8+1=9,7+2=9->99
28+56->8+6=4c1,2+5+1=8c0->84
23+11->3+1=4,2+1=3->34
80+10->0+0=0,8+1=9->90
40+16->0+6=6,4+1=5->56
76+68->6+8=4c1,7+6+1=4c1->144
9+36->9+6=5c1,0+3+1=4c0->45
70+18->0+8=8,7+1=8->88
35+84->5+4=9,3+8=1c1->119
53+82->3+2=5,5+8=3c1->135
90+66->0+6=6,9+6=5c1->156
72+41->2+1=3,7+4=1c1->113
30+1->0+1=1,3+0=3->31
38+98->8+8=6c1,3+9+1=3c1->136
79+65->9+5=4c1,7+6+1=4c1->144
10+14->0+4=4,1+1=2->24
85+57->5+7=2c1,8+5+1=4c1->142
31+71->1+1=2,3+7=0c1->102
45+81->5+1=6,4+8=2c1->126
35+81->5+1=6,3+8=1c1->116
68+45->8+5=3c1,6+4+1=1c1->113
85+25->5+5=0c1,8+2+1=1c1->110
68+95->8+5=3c1,6+9+1=6c1->163
33+75->3+5=8,3+7=0c1->108
89+60->9+0=9,8+6=4c1->149
17+20->7+0=7,1+2=3->37
66+85->6+5=1c1,6+8+1=5c1->151
2+45->2+5=7,0+4=4->47
94+86->4+6=0c1,9+8+1=8c1->180
99+7->9+7=6c1,9+0+1=0c1->106
65+38->5+8=3c1,6+3+1=0c1->103
34+84->4+4=8,3+8=1c1->118
39+11->9+1=0c1,3+1+1=5c0->50
58+42->8+2=0c1,5+4+1=0c1->100
83+49->3+9=2c1,8+4+1=3c1->132
73+96->3+6=9,7+9=6c1->169
15+51->5+1=6,1+5=6->66
76+45->6+5=1c1,7+4+1=2c1->121
41+87->1+7=8,4+8=2c1->128
13+22->3+2=5,1+2=3->35
11+4->1+4=5,1+0=1->15
89+58->9+8=7c1,8+5+1=4c1->147
3+98->3+8=1c1,0+9+1=0c1->101
57+5->7+5=2c1,5+0+1=6c0->62
11+26->1+6=7,1+2=3->37
72+68->2+8=0c1,7+6+1=4c1->140
88+95->8+5=3c1,8+9+1=8c1->183
19+28->9+8=7c1,1+2+1=4c0->47
44+86->4+6=0c1,4+8+1=3c1->130
34+73->4+3=7,3+7=0c1->107
93+30->3+0=3,9+3=2c1->123
3+29->3+9=2c1,0+2+1=3c0->32
40+68->0+8=8,4+6=0c1->108
46+81->6+1=7,4+8=2c1->127
59+53->9+3=2c1,5+5+1=1c1->112
58+81->8+1=9,5+8=3c1->139
30+20->0+0=0,3+2=5->50
70+91->0+1=1,7+9=6c1->161
4+99->4+9=3c1,0+9+1=0c1->103
78+94->8+4=2c1,7+9+1=7c1->172
89+51->9+1=0c1,8+5+1=4c1->140
67+92->7+2=9,6+9=5c1->159
32+47->2+7=9,3+4=7->79
14+77->4+7=1c1,1+7+1=9c0->91
8+37->8+7=5c1,0+3+1=4c0->45
31+26->1+6=7,3+2=5->57
72+49->2+9=1c1,7+4+1=2c1->121
27+10->7+0=7,2+1=3->37
72+36->2+6=8,7+3=0c1->108
91+81->1+1=2,9+8=7c1->172
18+35->8+5=3c1,1+3+1=5c0->53
35+32->5+2=7,3+3=6->67
42+72->2+2=4,4+7=1c1->114
6+74->6+4=0c1,0+7+1=8c0->80
62+34->2+4=6,6+3=9->96
41+29->1+9=0c1,4+2+1=7c0->70
73+58->3+8=1c1,7+5+1=3c1->131
17+31->7+1=8,1+3=4->48
99+99->9+9=8c1,9+9+1=9c1->198
62+98->2+8=0c1,6+9+1=6c1->160
50+12->0+2=2,5+1=6->62
92+27->2+7=9,9+2=1c1->119
45+48->5+8=3c1,4+4+1=9c0->93
92+24->2+4=6,9+2=1c1->116
2+37->2+7=9,0+3=3->39
10+60->0+0=0,1+6=7->70
37+54->7+4=1c1,3+5+1=9c0->91
94+13->4+3=7,9+1=0c1->107
96+27->6+7=3c1,9+2+1=2c1->123
59+85->9+5=4c1,5+8+1=4c1->144
79+26->9+6=5c1,7+2+1=0c1->105
90+5->0+5=5,9+0=9->95
72+69->2+9=1c1,7+6+1=4c1->141
14+46->4+6=0c1,1+4+1=6c0->60
42+84->2+4=6,4+8=2c1->126
58+70->8+0=8,5+7=2c1->128
53+58->3+8=1c1,5+5+1=1c1->111
46+67->6+7=3c1,4+6+1=1c1->113
49+6->9+6=5c1,4+0+1=5c0->55
98+85->8+5=3c1,9+8+1=8c1->183
84+47->4+7=1c1,8+4+1=3c1->131
89+49->9+9=8c1,8+4+1=3c1->138
64+98->4+8=2c1,6+9+1=6c1->162
2+99->2+9=1c1,0+9+1=0c1->101
45+82->5+2=7,4+8=2c1->127
81+4->1+4=5,8+0=8->85
9+1->9+1=0c1->10
31+86->1+6=7,3+8=1c1->117
93+93->3+3=6,9+9=8c1->186
4+1->4+1=5->5
20+2->0+2=2,2+0=2->22
98+48->8+8=6c1,9+4+1=4c1->146
81+68->1+8=9,8+6=4c1->149
77+56->7+6=3c1,7+5+1=3c1->133
61+55->1+5=6,6+5=1c1->116
27+49->7+9=6c1,2+4+1=7c0->76
53+46->3+6=9,5+4=9->99
36+80->6+0=6,3+8=1c1->116
59+14->9+4=3c1,5+1+1=7c0->73
38+50->8+0=8,3+5=8->88
60+16->0+6=6,6+1=7->76
31+74->1+4=5,3+7=0c1->105
19+24->9+4=3c1,1+2+1=4c0->43
33+29->3+9=2c1,3+2+1=6c0->62
15+35->5+5=0c1,1+3+1=5c0->50
93+62->3+2=5,9+6=5c1->155
4+9->4+9=3c1->13
61+78->1+8=9,6+7=3c1->139
83+86->3+6=9,8+8=6c1->169
8+18->8+8=6c1,0+1+1=2c0->26
18+93->8+3=1c1,1+9+1=1c1->111
50+64->0+4=4,5+6=1c1->114
8+75->8+5=3c1,0+7+1=8c0->83
88+46->8+6=4c1,8+4+1=3c1->134
84+5->4+5=9,8+0=8->89
27+74->7+4=1c1,2+7+1=0c1->101
61+66->1+6=7,6+6=2c1->127
35+90->5+0=5,3+9=2c1->125
66+97->6+7=3c1,6+9+1=6c1->163
27+39->7+9=6c1,2+3+1=6c0->66
73+36->3+6=9,7+3=0c1->109
19+13->9+3=2c1,1+1+1=3c0->32
46+14->6+4=0c1,4+1+1=6c0->60
79+11->9+1=0c1,7+1+1=9c0->90
84+36->4+6=0c1,8+3+1=2c1->120
28+36->8+6=4c1,2+3+1=6c0->64
74+41->4+1=5,7+4=1c1->115
86+89->6+9=5c1,8+8+1=7c1->175
57+79->7+9=6c1,5+7+1=3c1->136
56+57->6+7=3c1,5+5+1=1c1->113
83+68->3+8=1c1,8+6+1=5c1->151
33+92->3+2=5,3+9=2c1->125
58+29->8+9=7c1,5+2+1=8c0->87
26+17->6+7=3c1,2+1+1=4c0->43
53+25->3+5=8,5+2=7->78
32+88->2+8=0c1,3+8+1=2c1->120
17+99->7+9=6c1,1+9+1=1c1->116
5+7->5+7=2c1->12
69+3->9+3=2c1,6+0+1=7c0->72
76+8->6+8=4c1,7+0+1=8c0->84
91+69->1+9=0c1,9+6+1=6c1->160
24+15->4+5=9,2+1=3->39
75+66->5+6=1c1,7+6+1=4c1->141
35+12->5+2=7,3+1=4->47
97+98->7+8=5c1,9+9+1=9c1->195
7+88->7+8=5c1,0+8+1=9c0->95
66+63->6+3=9,6+6=2c1->129
42+58->2+8=0c1,4+5+1=0c1->100
6+7->6+7=3c1->13
91+85->1+5=6,9+8=7c1->176
5+42->5+2=7,0+4=4->47
70+55->0+5=5,7+5=2c1->125
52+96->2+6=8,5+9=4c1->148
15+63->5+3=8,1+6=7->78
38+36->8+6=4c1,3+3+1=7c0->74
93+44->3+4=7,9+4=3c1->137
14+34->4+4=8,1+3=4->48
94+52->4+2=6,9+5=4c1->146
62+4->2+4=6,6+0=6->66
98+16->8+6=4c1,9+1+1=1c1->114
30+54->0+4=4,3+5=8->84
32+23->2+3=5,3+2=5->55
84+81->4+1=5,8+8=6c1->165
70+72->0+2=2,7+7=4c1->142
55+90->5+0=5,5+9=4c1->145
19+25->9+5=4c1,1+2+1=4c0->44
81+73->1+3=4,8+7=5c1->154
92+3->2+3=5,9+0=9->95
37+99->7+9=6c1,3+9+1=3c1->136
98+57->8+7=5c1,9+5+1=5c1->155
72+26->2+6=8,7+2=9->98
59+35->9+5=4c1,5+3+1=9c0->94
30+3->0+3=3,3+0=3->33
19+35->9+5=4c1,1+3+1=5c0->54
29+51->9+1=0c1,2+5+1=8c0->80
34+15->4+5=9,3+1=4->49
30+61->0+1=1,3+6=9->91
22+68->2+8=0c1,2+6+1=9c0->90
52+92->2+2=4,5+9=4c1->144
47+31->7+1=8,4+3=7->78
98+70->8+0=8,9+7=6c1->168
10+3->0+3=3,1+0=1->13
51+20->1+0=1,5+2=7->71
66+77->6+7=3c1,6+7+1=4c1->143
6+18->6+8=4c1,0+1+1=2c0->24
66+21->6+1=7,6+2=8->87
59+97->9+7=6c1,5+9+1=5c1->156
88+36->8+6=4c1,8+3+1=2c1->124
88+66->8+6=4c1,8+6+1=5c1->154
14+86->4+6=0c1,1+8+1=0c1->100
71+39->1+9=0c1,7+3+1=1c1->110
14+13->4+3=7,1+1=2->27
21+66->1+6=7,2+6=8->87
49+60->9+0=9,4+6=0c1->109
48+91->8+1=9,4+9=3c1->139
66+54->6+4=0c1,6+5+1=2c1->120
9+77->9+7=6c1,0+7+1=8c0->86
31+28->1+8=9,3+2=5->59
41+41->1+1=2,4+4=8->82
96+73->6+3=9,9+7=6c1->169
39+38->9+8=7c1,3+3+1=7c0->77
20+98->0+8=8,2+9=1c1->118
2+77->2+7=9,0+7=7->79
98+11->8+1=9,9+1=0c1->109
97+40->7+0=7,9+4=3c1->137
9+89->9+9=8c1,0+8+1=9c0->98
11+59->1+9=0c1,1+5+1=7c0->70
31+27->1+7=8,3+2=5->58
80+78->0+8=8,8+7=5c1->158
8+73->8+3=1c1,0+7+1=8c0->81
83+33->3+3=6,8+3=1c1->116
96+40->6+0=6,9+4=3c1->136
63+85->3+5=8,6+8=4c1->148
40+8->0+8=8,4+0=4->48
88+74->8+4=2c1,8+7+1=6c1->162
38+79->8+9=7c1,3+7+1=1c1->117
80+69->0+9=9,8+6=4c1->149
44+18->4+8=2c1,4+1+1=6c0->62
77+72->7+2=9,7+7=4c1->149
15+77->5+7=2c1,1+7+1=9c0->92
18+14->8+4=2c1,1+1+1=3c0->32
21+73->1+3=4,2+7=9->94
90+24->0+4=4,9+2=1c1->114
86+20->6+0=6,8+2=0c1->106
31+78->1+8=9,3+7=0c1->109
57+87->7+7=4c1,5+8+1=4c1->144
40+44->0+4=4,4+4=8->84
57+96->7+6=3c1,5+9+1=5c1->153
21+9->1+9=0c1,2+0+1=3c0->30
49+29->9+9=8c1,4+2+1=7c0->78
1+77->1+7=8,0+7=7->78
81+92->1+2=3,8+9=7c1->173
91+45->1+5=6,9+4=3c1->136
51+16->1+6=7,5+1=6->67
79+86->9+6=5c1,7+8+1=6c1->165
86+50->6+0=6,8+5=3c1->136
32+68->2+8=0c1,3+6+1=0c1->100
7+81->7+1=8,0+8=8->88
30+81->0+1=1,3+8=1c1->111
80+44->0+4=4,8+4=2c1->124
20+13->0+3=3,2+1=3->33
99+78->9+8=7c1,9+7+1=7c1->177
35+70->5+0=5,3+7=0c1->105
87+23->7+3=0c1,8+2+1=1c1->110
97+78->7+8=5c1,9+7+1=7c1->175
